Date,Actual_IHSG,Hybrid_Multivariate,Hybrid_Univariate,Single_LSTM,Error_Hybrid_Multi,Error_Hybrid_Uni
2024-07-26,7288.1669921875,7004.744888305664,7073.889877319336,7237.687038921125,283.42210388183594,214.27711486816406
2024-07-29,7288.89697265625,7004.881767272949,7074.787445068359,7223.820994482114,284.0152053833008,214.10952758789062
2024-07-30,7241.86376953125,7005.080665588379,7075.537780761719,7211.675227835556,236.7831039428711,166.32598876953125
2024-07-31,7255.76220703125,7005.015342712402,7075.590423583984,7206.241713636817,250.74686431884766,180.17178344726562
2024-08-01,7325.98486328125,7004.5875244140625,7075.09358215332,7200.496733139938,321.3973388671875,250.8912811279297
2024-08-02,7308.123046875,7004.461952209473,7075.199462890625,7197.487784232406,303.66109466552734,232.923583984375
2024-08-05,7059.65283203125,7004.843162536621,7075.888381958008,7205.901631224726,54.809669494628906,-16.235549926757812
2024-08-06,7129.21484375,7003.983627319336,7073.746170043945,7213.7072084229585,125.23121643066406,55.46867370605469
2024-08-07,7212.130859375,7001.31884765625,7069.268341064453,7208.609756190548,210.81201171875,142.86251831054688
2024-08-08,7195.12109375,6998.696960449219,7064.741561889648,7190.100096896596,196.42413330078125,130.37953186035156
2024-08-09,7256.99609375,6996.586540222168,7060.651947021484,7178.532091955698,260.40955352783203,196.34414672851562
2024-08-12,7297.625,6995.102249145508,7057.785537719727,7177.44562561276,302.5227508544922,239.83946228027344
2024-08-13,7356.63818359375,6994.707778930664,7056.759292602539,7187.387005497774,361.93040466308594,299.87889099121094
2024-08-14,7436.0390625,6995.552490234375,7058.030059814453,7208.2583219316,440.486572265625,378.0090026855469
2024-08-15,7409.5009765625,6997.9130859375,7062.159454345703,7235.458765981821,411.587890625,347.3415222167969
2024-08-16,7432.08984375,7001.4108810424805,7068.185150146484,7278.877215241737,430.67896270751953,363.9046936035156
2024-08-19,7466.8310546875,7005.367111206055,7075.3907470703125,7327.6797508672025,461.4639434814453,391.4403076171875
2024-08-20,7533.98486328125,7009.763633728027,7083.621246337891,7367.859612817541,524.2212295532227,450.3636169433594
2024-08-21,7554.5927734375,7014.792526245117,7093.221374511719,7406.899087152371,539.8002471923828,461.37139892578125
2024-08-22,7488.67578125,7020.467231750488,7103.975280761719,7453.241109971583,468.2085494995117,384.70050048828125
2024-08-23,7544.2978515625,7025.941879272461,7114.3157958984375,7500.078357109931,518.3559722900391,429.9820556640625
2024-08-26,7606.19482421875,7030.933334350586,7124.26301574707,7528.53791017404,575.2614898681641,481.9318084716797
2024-08-27,7597.880859375,7036.107887268066,7134.590866088867,7538.270463376248,561.7729721069336,463.2899932861328
2024-08-28,7658.875,7041.402946472168,7144.9735107421875,7564.984433489284,617.472053527832,513.9014892578125
2024-08-29,7627.60400390625,7046.80387878418,7155.736572265625,7584.64677823284,580.8001251220703,471.867431640625
2024-08-30,7670.73291015625,7052.156463623047,7166.221786499023,7603.636999043738,618.5764465332031,504.51112365722656
2024-09-02,7694.52978515625,7057.259063720703,7176.4874267578125,7619.367584329011,637.2707214355469,518.0423583984375
2024-09-03,7616.52099609375,7062.366729736328,7186.716400146484,7633.283766091641,554.1542663574219,429.8045959472656
2024-09-04,7672.89599609375,7066.796600341797,7195.549224853516,7641.7236277330085,606.0993957519531,477.3467712402344
2024-09-05,7681.04296875,7070.475936889648,7203.3790283203125,7640.093218728172,610.5670318603516,477.6639404296875
2024-09-06,7721.84619140625,7073.906066894531,7210.575653076172,7638.672109399762,647.9401245117188,511.2705383300781
2024-09-09,7702.73876953125,7077.288436889648,7217.656280517578,7643.906256788076,625.4503326416016,485.0824890136719
2024-09-10,7761.38818359375,7080.563934326172,7224.331298828125,7653.7932424069,680.8242492675781,537.056884765625
2024-09-11,7760.955078125,7083.881164550781,7231.184143066406,7664.67469710976,677.0739135742188,529.7709350585938
2024-09-12,7798.15380859375,7087.398864746094,7238.193023681641,7677.97882512935,710.7549438476562,559.9607849121094
2024-09-13,7812.130859375,7091.094573974609,7245.564178466797,7690.418557310142,721.0362854003906,566.5666809082031
2024-09-16,7821.954833984375,7095.031692504883,7253.288665771484,7710.670725096643,726.9231414794922,568.6661682128906
2024-09-17,7831.77880859375,7099.05403137207,7261.163269042969,7735.079324310471,732.7247772216797,570.6155395507812
2024-09-18,7829.134765625,7103.047882080078,7269.0086669921875,7760.10423420991,726.0868835449219,560.1260986328125
2024-09-19,7905.39013671875,7106.85026550293,7276.515350341797,7782.175298958435,798.5398712158203,628.8747863769531
2024-09-20,7743.00390625,7110.884689331055,7284.564666748047,7801.875483191514,632.1192169189453,458.4392395019531
2024-09-23,7775.73095703125,7114.068359375,7290.6888427734375,7828.496983052028,661.66259765625,485.0421142578125
